_id,numerocontrato,anocontrato,orgaocontratante,objetocontrato,origemcontrato,sequencialcompra,cnpjcontratado,cpfcontratado,razaonomecontratado,logradouroendcontratado,numeroendcontratado,complementoendcontratado,bairroendcontratado,cidadeendcontratado,estadoendcontratado,datainiciovigencia,datafimvigencia,valorcontrato1,valorcontrato2,situacaocontrato
5007,4801.0060/2016,,SECRETARIA DE SAÚDE,"AQUISIÇÃO DE GASES MEDICINAIS, COM FORNECIMENTO EM REGIME DE COMODATO DE EQUIPAMENTOS, PARA SUPRIR AS NECESSIDADES DAS DIVERSAS UNIDADES DE SAÚDE DA SECRETARIA DE SAÚDE DO RECIFE.",SARP,,24380578002041,,WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE S/A,RODOVIA BR-101,0,KM 17 SUL,PRAZERES,JABOATAO DOS GUARARAPES,PE,2016-06-01T00:00:00,2017-05-31T00:00:00,184912.44,184912.44,CADASTRADO
5008,4801.0061/2011,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM SUBESTAÇÕES ELÉTRICAS E GRUPOS 
GERADORES DE EMERGÊNCIA",LICITAÇÃO,,2416742000128,,ENGEMAR CONSTRUCOES SERVICOS LTDA,RUA DOUTOR JOAO COIMBRA,72,SALA A,MADALENA,RECIFE,PE,2015-05-16T00:00:00,2016-05-15T00:00:00,6518400.0,1629600.0,CADASTRADO
5009,4801.0062/2016,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA NAS UNIDADES DE SAÚDE, ACADEMIAS DA CIDADE E PRÉDIOS ADMINISTRATIVOS DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE, CORRESPONDENTE AO LOTE 1 (DSS 1, 6 E 8) E NÚCLEO CENTRAL, COM FORNECIMENTO DE MATERIAIS.",LICITAÇÃO,,11542750000101,,TROPICOS ENGENHARIA E COMERCIO LTDA,AVENIDA PRESIDENTE DUTRA,50,"",IMBIRIBEIRA,RECIFE,PE,2016-05-05T00:00:00,2017-05-04T00:00:00,0.0,6429876.75,CADASTRADO
5010,4801.0063/2016,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA NAS UNIDADES DE SAÚDE, ACADEMIAS DA CIDADE E PRÉDIOS ADMINISTRATIVOS DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE, CORRESPONDENTE AO LOTE 2 (DSS 2, 3 E 7), COM FORNECIMENTO DE MATERIAIS.",LICITAÇÃO,,11542750000101,,TROPICOS ENGENHARIA E COMERCIO LTDA,AVENIDA PRESIDENTE DUTRA,50,"",IMBIRIBEIRA,RECIFE,PE,2016-05-05T00:00:00,2017-05-04T00:00:00,0.0,6429876.75,CADASTRADO
5011,4801.0064/2016,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA NAS UNIDADES DE SAÚDE, ACADEMIAS DA CIDADE E PRÉDIOS ADMINISTRATIVOS DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE, LOTE 3 DO DS 4 E 5, COM FORNECIMENTO DE MATERIAIS.",LICITAÇÃO,,11542750000101,,TROPICOS ENGENHARIA E COMERCIO LTDA,AVENIDA PRESIDENTE DUTRA,50,"",IMBIRIBEIRA,RECIFE,PE,2016-05-05T00:00:00,2017-05-04T00:00:00,0.0,5384138.06,CADASTRADO
5012,4801.0065/2013,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS NOVAS NOS RÁDIOS DO SERVIÇO DE ASSISTÊNCIA MÉDICA DE URGÊNCIA  SAMU DA SECRETARIA DE SAUDE DO RECIFE.,LICITAÇÃO,,1252610000145,,RADNOR COMERCIO E SERVICOS DE EQUIPAMENTOS DE RADIOCOMUNICACAO LTDA EPP,RUA DOUTOR JOSE ALBERTO MAIA,289,"",IMBIRIBEIRA,RECIFE,PE,2013-06-19T00:00:00,2014-06-18T00:00:00,0.0,49498.8,CADASTRADO
5013,4801.0065/2014,,SECRETARIA DE SAÚDE,"CONTRATO PARA EXECUÇÃO DE OBRAS E SERVIÇOS DE CONSTRUÇÃO DA UNIDADE PÚBLICA DE ATENDIMENTO ESPECIALIZADO - UPAE, LOCALIZADO NO IBURA, RECIFE-PE.",LICITAÇÃO,,2731208000106,,JACIL SERVIÇOS DE ENGENHARIA EIRELI,AVENIDA RIO BRANCO,155,SALA 05,RECIFE,RECIFE,PE,2014-03-12T00:00:00,2015-01-11T00:00:00,0.0,8753474.44,CADASTRADO
5014,4801.0066/2004,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITO À RUA MARIA CANDIDA, N. 87, MACAXEIRA, RECIFE, PE DESTINADO PARA IMPLANTAÇÃO DE UMA UNIDADE DE PSF - DS III DA SECRETARIA DE SAÚDE DE RECIFE.",DISPENSA,,,67085067420,JAEL MIRANDA DA SILVA,"",,"","","","",2004-03-01T00:00:00,2004-12-31T00:00:00,0.0,5000.0,CADASTRADO
5015,4801.0066/2015,,SECRETARIA DE SAÚDE,EXECUÇÃO DAS OBRAS E SERVIÇOS DE ENGENHARIA CONCERNENTES DA UPINHA DIA.,LICITAÇÃO,,17772572000191,,CARVALHO PONTES ENGENHARIA LTDA - EPP,RUA FELIX PEIXOTO,35,LETRA B,AFOGADOS,RECIFE,PE,2015-10-01T00:00:00,2016-01-28T00:00:00,4863124.45,831264.65,CADASTRADO
5016,4801.0067/2004,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA ÁLVARES DE AZEVEDO, Nº 80 SANTO AMARO, RECIFE, PE, PARA IMPLANTAÇÃO DO CAPS PARA ADOLESCENTES DO  DSI DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,15450345000114,,NEWHOME EMPREENDIMENTOS LTDA,"",,"","","","",2004-03-19T00:00:00,2005-03-19T00:00:00,0.0,24000.0,CADASTRADO
5017,4801.0068/2005,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITO À 3ª TRAVESSA DO SÍTIO SÃO BRAZ, N. 60 E 60 A, DOIS IRMÃOS . PSF SITIO SÃO BRAZ -DS III",DISPENSA,,,12320498400,INÊS ALVES DE ALMEIDA,"",,"","","","",2005-01-31T00:00:00,2006-01-31T00:00:00,0.0,5760.0,CADASTRADO
5018,4801.0072/2005,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA AV. NORTE, Nº 5.035, CASA AMARELA, RECIFE, PE PARA IMPLANTAÇÃO DE UMA UNIDADE DO PSF, CAPS - ESPAÇO AZUL DO DS III DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,1823000487,MALAQUIAS QUEIROZ SILVEIRA,"",,"","","","",2005-05-13T00:00:00,2006-05-13T00:00:00,0.0,28320.0,CADASTRADO
5019,4801.0073/2013,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇOS DE TERCEIRIZADOS DE: 15-TÉCNICOS EM  ELETRÔNICA E 01 SUPERVISOR,LICITAÇÃO,,1781573000162,,R P L ENGENHARIA E SERVICOS LTDA,RUA SAO CAETANO,359,CASA,CAMPO GRANDE,RECIFE,PE,2013-05-17T00:00:00,2014-05-16T00:00:00,0.0,1296482.64,CADASTRADO
5020,4801.0076/2015,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO EMPRESA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS NOS EQUIPAMENTOS DE NEONATOLOGIA DA MARCA FANEM, INSTALADOS NAS DIVERSAS UNIDADES DE SAÚDE DA SECRETARIA DE SAÚDE DO RECIFE.",INEXIGIBILIDADE,,10779833000156,,MEDICAL MERCANTIL DE APARELHAGEM MEDICA LTDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,3158,ESPINHEIRO,DERBY,RECIFE,PE,2015-05-07T00:00:00,2016-05-06T00:00:00,0.0,146640.0,CADASTRADO
5021,4801.0077/2015,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO EMPRESA PRESTAÇÃO DE SERVIÇOS DE PLANEJAMENTO OPERACIONAL, PRODUÇÃO, EXECUÇÃO, ORGANIZAÇÃO, FORNECIMENTO DE INFRAESTRUTURA E APOIO LOGÍSTICO DE EVENTOS, PARA REALIZAR AS PLENÁRIAS MICRORREGIONAIS E DISTRITAIS E A 12ª CONFERÊNCIA MUNICIPAL DE SAÚDE DO RECIFE",LICITAÇÃO,,9246068000120,,CONCAPE EVENTOS E SERVICOS DE INFORMATICA E AUDIO VISUAL LTDA,RUA SILVEIRA LOBO,32,CXPST 7269,POCO DA PANELA,RECIFE,PE,2015-05-08T00:00:00,2015-06-30T00:00:00,0.0,394000.0,CADASTRADO
5022,4801.0078/2002,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA RUA DONA CARENTINA, Q. 2P, LOTE 2, JORDÃO ALTO, RECIFE-PE PARA INSTALAÇÃO DE PSF DO DS VI, SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",DISPENSA,,,24496332434,ICLEA MARIA DE OLIVEIRA SILVA,AVENIDA DONA CARENTINA,3,QD 2P LT 3,JORDAO,RECIFE,PE,2002-03-28T00:00:00,2003-03-27T00:00:00,0.0,15000.0,CADASTRADO
5023,4801.0079/2002,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITUADO À RUA ARAGUAIA, 083  SAN MARTIN, RECIFE/PE.",INEXIGIBILIDADE,,,13793063453,MARISTELA DE MELO SANTANA,"",,"","","","",2002-06-03T00:00:00,2014-06-10T00:00:00,91025.97,5658.0,CADASTRADO
5024,4801.0087/2014,,SECRETARIA DE SAÚDE,EXECUÇÃO DOS SERVIÇOS DE REFORMA DE 09 UNIDADES BÁSICAS DE SAÚDE DA SECRETÁRIA SAÚDE DA CIDADE DO RECIFE.,LICITAÇÃO,,4856454000110,,CIFRA ENGENHARIA E SERVICOS LTDA,AV DR JOSE AUGUSTO MOREIRA,900,SL 1807 E 1808,CASA CAIADA,OLINDA,PE,2014-05-12T00:00:00,2014-11-20T00:00:00,1097819.4,1097819.4,CADASTRADO
5025,4801.0089/2014,,SECRETARIA DE SAÚDE,"EXECUÇÃO DOS SERVIÇOS DE REFORMA DE 23 UNIDADES BÁSICAS DE SAÚDE DA REDE OFICIAL, SENDO 09 LOCALIZADAS NO DISTRITO SANITÁRIO IV-LOTE 3 E 14 NO DISTRITO SANITÁRIO VI-LOTE 5, DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",LICITAÇÃO,,4891901000171,,CC ESTRADA CONSTRUTORA LTDA,RUA CACAUEIRO,0,BR 232 ; KM 14,SANTO ALEIXO,JABOATAO DOS GUARARAPES,PE,2014-05-12T00:00:00,2014-12-07T00:00:00,0.0,2544299.79,CADASTRADO
5026,4801.0090/2013,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA RUA XAVANTES, Nº 205, CASA AMARELA, RECIFE,PE, ONDE IRÁ FUNCIONAR A SEDE DO DISTRITO SANITÁRIO III PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",DISPENSA,,,3002810487,SEVERINO JOAQUIM DE OLIVEIRA,"",,"","","","",2013-07-12T00:00:00,2014-07-11T00:00:00,0.0,72000.0,CADASTRADO
5027,4801.0093/2010,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO TOTAL DE PEÇAS, EM EQUIPAMENTOS DE REFRIGERAÇÃO, TIPO SPLIT, JANELA, SELF CONTAINED, CHILER E FANCOIL COM SERVIÇO DE DESINSTALAÇÃO, REMOÇÃO, E REINSTALAÇÃO DE EQUIPAMENTOS EXISTENTES.",LICITAÇÃO,,2416742000128,,ENGEMAR CONSTRUCOES SERVICOS LTDA,RUA DOUTOR JOAO COIMBRA,72,SALA A,MADALENA,RECIFE,PE,2012-08-02T00:00:00,2014-08-01T00:00:00,6912000.0,1728000.0,CADASTRADO
5028,4801.0095/2012,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES TRANSPORTADAS E NÃO TRANSPORTADAS, GÊNEROS ALIMENTÍCIOS, ALIMENTOS NATURAIS, SEMI-PREPARADOS, SUA COCÇÃO, DISTRIBUIÇÃO, PREPARO, E DEMAIS INSUMOS INERENTES AOS SERVIÇOS PARA O ATENDIMENTO DOS SERVIDORES E USUÁRIOS DAS UNIDADES DE SAÚDE DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",LICITAÇÃO,,2293852001030,,SP ALIMENTAÇÃO E SERVIÇOS LTDA.,ESTRADA DA  BATALHA,1200,38,JARDIM JORDAO,JABOATAO DOS GUARARAPES,PE,2012-06-04T00:00:00,2013-06-03T00:00:00,0.0,10999297.56,CADASTRADO
5029,4801.0096/2012,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE VEÍCULOS TIPO PASSEIO  SEM MOTORISTAS E COMBUSTÍVEL,LICITAÇÃO,,1354321000157,,INTER LOCAÇOES LTDA,AVENIDA PAN NORDESTINA,3265,VL.BERNARDO V. MELO,VILA POPULAR,OLINDA,PE,2012-06-14T00:00:00,2014-06-14T00:00:00,2894364.0,738720.0,CADASTRADO
5030,4801.0101/2011,,SECRETARIA DE SAÚDE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRODUTOS E SERVIÇOS DE CONSULTORIA DE TECNOLOGIA DE INFORMAÇÃO E COMUNICAÇÃO.,INEXIGIBILIDADE,,11006269000100,,EMPREL - EMPRESA MUNICIPAL DE INFORMÁTICA,"",,"","","","",2011-03-01T00:00:00,2012-02-28T00:00:00,4300440.0,4300440.0,CADASTRADO
5031,4801.0101/2013,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇO ESPECIALIZADO EM TRANSPORTE DE CARGAS, COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, VEÍCULOS E COMBUSTÍVEIS FORNECIDOS PELA CONTRATADA - LOTE 1 PARA ATENDER AS NECESSIDADES DA 
SECRETARIA DE SAÚDE DO RECIFE.",LICITAÇÃO,,4866557000160,,SILTRAN LOGISTICA LTDA EPP,AVENIDA PRESIDENTE KENNEDY,3113,A,PEIXINHOS,OLINDA,PE,2013-07-01T00:00:00,2014-06-30T00:00:00,324000.0,324000.0,CADASTRADO
5032,4801.0111/2015,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CARRO PIPA, COM CAPACIDADE DE 8.000 LITROS E 16.000 LITROS",LICITAÇÃO,,10779162000123,,PLANETA AGUA EXPRESS LTDA - EPP,AVENIDA LEOPOLDINO CANUTO DE MELO,362,"",CAIXA DAGUA,OLINDA,PE,2015-06-05T00:00:00,2016-06-04T00:00:00,0.0,1350000.0,CADASTRADO
5033,4801.0116/2014,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM REPOSIÇÃO DE PEÇAS, NOS EQUIPAMENTOS DE NEONATOLOGIA DA MARCA OLIDEF, INSTALADOS NAS UNIDADES DE SAÚDE, ARNALDO MARQUES, BANDEIRA FILHO E BARROS LIMA DA SECRETARIA DE SAÚDE DO RECIFE.",INEXIGIBILIDADE,,6025185000175,,LINKMED-SOLUÇÃO EM EQUIPAMENTO MÉDICO HOSPITALAR LTDA,RUA ESTADO DE ISRAEL,334,SALA 305,ILHA DO LEITE,RECIFE,PE,2014-04-03T00:00:00,2015-04-01T00:00:00,0.0,260970.96,CADASTRADO
5034,4801.0117/2003,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITUADO NA RUA OSCAR BERARDO  -LOTES DE TERRENOS 6 E 7 QUADRA H BONGI  RECIFE - PE, ESTACIONAMENTO DO PAM IPIRANGA  DS V",DISPENSA,,,7244720530,WELLINGTON BARBOSA DA SILVA,"",,"","","","",2003-05-10T00:00:00,2004-05-10T00:00:00,167317.68,37200.0,CADASTRADO
5035,4801.0118/2003,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À TRAVESSA SUBIDA DA MEDALHA MILAGROSA, Nº 153, ALTO DO MARACANÃ, DOIS UNIDOS PARA FUNCIONAMENTO DA UNIDADE DO PROGRAMA DA FAMÍLIA, DS II DA SECRETARIA DE SAÚDE DE RECIFE.",DISPENSA,,,6392652434,SEVERINO RAMOS FELIX DA SILVA,"",,"","","","",2003-05-19T00:00:00,2004-05-19T00:00:00,0.0,6000.0,CADASTRADO
5036,4801.0119/2010,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITUADO NA AVENIDA JEAN EMILE FAVRE, 1636  IPSEP, RECIFE/PE, ONDE FUNCIONA A SEDE DO DS VI.",INEXIGIBILIDADE,,,17257697434,CÍCERO FARIAS DE OLIVEIRA,"",,"","","","",2010-08-23T00:00:00,2013-08-22T00:00:00,278104.0,66303.0,CADASTRADO
5037,4801.0119/2013,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇOS CONTÍNUO DE LOCAÇÃO DE 01 VEICULO TIPO GM S10 4X2/2013,LICITAÇÃO,,7791217000106,,J P LOGISTICA LTDA EPP,RUA DE CONDE IRAJA,257,"",TORRE,RECIFE,PE,2013-12-01T00:00:00,2014-11-30T00:00:00,0.0,41040.0,CADASTRADO
5038,4801.0120/2004,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITO À RUA EMÍLIA TORREÃO, N. 145, AFOGADOS  RES. PSICOTERAPÊUTICA  DS V",INEXIGIBILIDADE,,,293784434,MARIA DA CONCEIÇÃO MORAES MENDES,"",,"","","","",2004-04-19T00:00:00,2014-04-24T00:00:00,193189.7,15960.0,CADASTRADO
5039,4801.0121/2004,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA MAJOR MÁRIO PORTELA, Nº 472, MUSTARDINHA, RECIFE,PE PARA INSTALAÇÃO DE UM PSF DO DS V DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,14939800415,CARLOS ROBERTO JANUÁRIO SILVA,"",,"","","","",2004-04-19T00:00:00,2004-12-31T00:00:00,0.0,3863.99,CADASTRADO
5040,4801.0121/2013,,SECRETARIA DE SAÚDE,"EXECUÇÃO DE OBRAS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE, LOCALIZADA EM CHIÉ II.",LICITAÇÃO,,2931195000119,,GUIMARAES E ALBUQUERQUE ENGENHARIA LTDA,RUA COMPOSITOR ANTONIO MARIA,35,"",SANTO AMARO,RECIFE,PE,2013-07-31T00:00:00,2014-02-28T00:00:00,6109129.53,756334.83,CADASTRADO
5041,4801.0122/2013,,SECRETARIA DE SAÚDE,"EXECUÇÃO DE OBRAS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE (UBS) LOCALIZADA EM DOM HELDER, NA BREJO DE BEBERIBE, NO MUNICÍPIO DOR RECIFE.",LICITAÇÃO,,2931195000119,,GUIMARAES E ALBUQUERQUE ENGENHARIA LTDA,RUA COMPOSITOR ANTONIO MARIA,35,"",SANTO AMARO,RECIFE,PE,2013-09-20T00:00:00,2014-06-16T00:00:00,0.0,939269.86,CADASTRADO
5042,4801.0123/2015,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇO DE COLETA, TRANSPORTE, TRATAMENTO E DESTINAÇÃO FINAL DOS RESÍDUOS SÓLIDOS DOS SERVIÇOS DE SAÚDE GERADOS PELAS UNIDADE DE SAÚDE, PARA ATENDER AS NECESSIDADES DA REDE MUNICIPAL DE SAÚDE DO RECIFE.",DISPENSA,,1568077000125,,STERICYCLE GESTAO AMBIENTAL LTDA,RUA VIRIATO CORREIA,83,ANDAR 1,BOA VIAGEM,RECIFE,PE,2015-08-26T00:00:00,2016-02-25T00:00:00,0.0,320607.0,CADASTRADO
5043,4801.0126/2014,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO NA AVENIDA PAPA PAULO SEXTO, S/N - QUADRA IV, LOTE DE MARINHA N° 05, AFOGADOS, RECIFE/PE PARA INSTALAÇÃO DA SEDE DO DSV DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,4480871462,RUTH LYRA MORAES MENDES,"",,"","","","",2014-05-06T00:00:00,2015-05-05T00:00:00,0.0,10800.0,CADASTRADO
5044,4801.0127/2013,,SECRETARIA DE SAÚDE,"A EXECUÇÃO DAS OBRAS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE (UBS) LOCALIZADA NO NOVO JIQUIÁ, BAIRRO DE JIQUÍA, RECIFE.",LICITAÇÃO,,70082227000109,,SEDENGE SERVICOS DE ENGENHARIA LTDA,RUA JOSE DE HOLANDA,472,SALA 202,TORRE,RECIFE,PE,2013-07-31T00:00:00,2014-04-30T00:00:00,0.0,805714.17,CADASTRADO
5045,4801.0127/2016,,SECRETARIA DE SAÚDE,"CONSTITUI O PRESENTE CONTRATO A PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS DOS EQUIPAMENTOS DE NEONATOLOGIA, DA MARCA OLIDEF.",INEXIGIBILIDADE,,6025185000175,,LINKMED-SOLUÇÃO EM EQUIPAMENTO MÉDICO HOSPITALAR LTDA,RUA ESTADO DE ISRAEL,334,SALA 305,ILHA DO LEITE,RECIFE,PE,2016-07-21T00:00:00,2017-07-20T00:00:00,281847.84,281847.84,CADASTRADO
5046,4801.0128/2013,,SECRETARIA DE SAÚDE,"EXECUÇÃO DAS OBRAS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE (UBS) NO RIO DA PRATA, NO IBURA DE BAIXO, NO MUNICÍPIO DE RECIFE",LICITAÇÃO,,2105940000170,,T BARRETO CONSTRUCOES LTDA,RUA ENGENHEIRO BRANDAO CAVALCANTE,225,"",PRADO,RECIFE,PE,2013-07-31T00:00:00,2014-04-30T00:00:00,0.0,1031228.39,CADASTRADO
5047,4801.0128/2016,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM REPOSIÇÃO DE PEÇAS, NOS EQUIPAMENTOS DO SISTEMA DE ERGOMETRIA DA MARCA TEB, MODELO APEX 1200, INSTALADOS NO CENTRO MÉDICO SENADOR JOSÉ ERMÍRIO DE MORAES DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",INEXIGIBILIDADE,,6025185000175,,LINKMED-SOLUÇÃO EM EQUIPAMENTO MÉDICO HOSPITALAR LTDA,RUA ESTADO DE ISRAEL,334,SALA 305,ILHA DO LEITE,RECIFE,PE,2016-08-19T00:00:00,2017-08-18T00:00:00,0.0,38800.0,CADASTRADO
5048,4801.0129/2006,,SECRETARIA DE SAÚDE,LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL SITUADO À RUA 05 DE NOVEMBRO Nº  AFOGADOS. FUNCIONANDO NO LOCAL A RESIDÊNCIA TERAPÊUTICA DS V,INEXIGIBILIDADE,,,35194111487,MARINA COLARES COSTA,"",,"","","","",2005-10-17T00:00:00,2014-10-21T00:00:00,4390.0,4390.0,CADASTRADO
5049,4801.0130/2015,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM REPOSIÇÃO DE PEÇAS, NOS EQUIPAMENTOS DE NEONATOLOGIA, DA MARCA OLIDEF, INSTALADOS NAS POLICLINICAS ARNALDO MARQUES, BANDEIRA FILHO E BARROS LIMA",INEXIGIBILIDADE,,6025185000175,,LINKMED-SOLUÇÃO EM EQUIPAMENTO MÉDICO HOSPITALAR LTDA,RUA ESTADO DE ISRAEL,334,SALA 305,ILHA DO LEITE,RECIFE,PE,2015-07-01T00:00:00,2016-06-30T00:00:00,281847.84,281847.84,CADASTRADO
5050,4801.0131/2010,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITUADO À AVENIDA JOSÉ RUFINO, 2181  BARRO, RECIFE/PE, ONDE IRÁ FUNCIONAR O CAPS GALDINO LORETO /DS V - SEQUENCIAL DE IPTU: 54.227-60",DISPENSA,,,813858461,LEDA MARIA BARRO JARDIM DE LIMA,"",,"","","","",2010-09-20T00:00:00,2011-09-19T00:00:00,188234.16,21360.0,CADASTRADO
5051,4801.0131/2013,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE SERVIÇOS E OBRAS DE ENGENHARIA PARA CONSTRUÇÃO DE UNIDADE BASICA DE SAUDE (UBS) LOCALIZADA NA UR 04/05, NA COHAB, NO MUNICIPIO RECIFE.",LICITAÇÃO,,70082227000109,,SEDENGE SERVICOS DE ENGENHARIA LTDA,RUA JOSE DE HOLANDA,472,SALA 202,TORRE,RECIFE,PE,2013-07-31T00:00:00,2014-03-02T00:00:00,0.0,910796.68,CADASTRADO
5052,4801.0132/2014,,SECRETARIA DE SAÚDE,"SERVIÇO DE LOCAÇÃO DE ÔNIBUS DO TIPO MICRO-ÔNIBUS COM CAPACIDADE MINIMA DE 28 PASSAGEIROS, COM AR CONDICIONADO, SOM DE CD, MOTORISTA E COMBUSTÍVEL POR CONTA DA CONTRATADA, MANUTENÇÃO PREVENTIVA E CORRETIVA.",LICITAÇÃO,,24271454000165,,FACO RECUPERACAO E LOCACAO LTDA EPP,AVENIDA RODOLFO AURELIANO,436,"",VILA TORRES GALVAO,PAULISTA,PE,2014-05-15T00:00:00,2015-05-14T00:00:00,0.0,121714.0,CADASTRADO
5053,4801.0134/2010,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA BAHIA, Nº 29, JORDÃO BAIXO, RECIFE/PE, VISANDO A CONTINUIDADE DAS AÇÕES DESENVOLVIDAS PELA SECRETARIA DE SAÚDE DO RECIFE, ATRAVÉS DA UNIDADE DE SAÚDE  DR. ARISTARCO DOURADO DE AZEVEDO  US 113/DS VI.",DISPENSA,,,14179679434,JOAQUIM CORREIA DA SILVA,"",,"","","","",2010-09-21T00:00:00,2011-09-20T00:00:00,0.0,19200.0,CADASTRADO
